Terminal,Date,CruiseLine,ShipName,EmbarkPAX,DebarkPAX,In-TransitPAX,TotalPAX,SPConnect,Usage(kWh),CallDuration,ConnectionDuration
MCT,3/15/2024,Atlantic Cruises,BWM,4910,4691,32,9633,No ,0,4:09:55,0:00:00
BCT,1/29/2024,Atlantic Cruises,BWM,1880,1682,175,3737,No ,0,14:14:27,0:00:00
BCT,9/25/2024,American Cruises,Orca,2230,2184,257,4671,No ,0,20:40:25,0:00:00
BCT,2/17/2024,Pacific Cruises,Jaguar,5007,4811,4,9822,No ,0,6:24:41,0:00:00
MCT,5/4/2024,Arctic Cruises,Kestrel,22,76,1307,1405,No ,0,10:50:58,0:00:00
MCT,8/16/2024,Arctic Cruises,Peregrine,4457,4249,19,8725,No ,0,5:27:10,0:00:00
MCT,9/5/2024,American Cruises,Bottlenose,329,297,18,644,No ,0,9:17:55,0:00:00
MCT,8/20/2024,Pacific Cruises,Lion,4923,4908,29,9860,No ,0,20:21:23,0:00:00
MCT,9/15/2024,Atlantic Cruises,Mercedes,909,903,5,1817,No ,0,0:53:04,0:00:00
BCT,12/2/2024,Atlantic Cruises,BWM,5229,5013,3,10245,No ,0,15:38:22,0:00:00
MCT,4/16/2024,Arctic Cruises,Red Feather,4582,4460,10,9052,No ,0,18:17:12,0:00:00
MCT,4/30/2024,American Cruises,Spinner,897,875,6,1778,No ,0,22:19:21,0:00:00
BCT,1/13/2024,American Cruises,Orca,1892,1721,149,3762,No ,0,14:10:06,0:00:00
MCT,4/16/2024,Arctic Cruises,Red Feather,3,5,3020,3028,No ,0,5:04:15,0:00:00
MCT,1/21/2024,American Cruises,Spinner,4931,4927,27,9885,No ,0,16:10:04,0:00:00
BCT,10/23/2024,Pacific Cruises,Jaguar,2245,2150,284,4679,No ,0,3:14:07,0:00:00
BCT,9/3/2024,American Cruises,Bottlenose,5287,5230,4,10521,No ,0,12:39:10,0:00:00
MCT,12/30/2024,Arctic Cruises,Peregrine,4687,4575,10,9272,No ,0,11:50:17,0:00:00
MCT,4/19/2024,Arctic Cruises,Red Feather,4706,4926,47,9679,No ,0,13:02:17,0:00:00
BCT,12/31/2024,Pacific Cruises,Lion,2095,1992,90,4177,No ,0,3:52:08,0:00:00
BCT,10/5/2024,American Cruises,Spinner,2169,2234,288,4691,No ,0,5:07:31,0:00:00
BCT,6/18/2024,American Cruises,Orca,5198,5226,4,10428,No ,0,15:11:15,0:00:00
MCT,4/27/2024,Arctic Cruises,Kestrel,4528,4687,13,9228,No ,0,1:11:29,0:00:00
MCT,7/4/2024,Pacific Cruises,Jaguar,4932,4707,54,9693,No ,0,0:29:07,0:00:00
MCT,12/26/2024,Pacific Cruises,Jaguar,329,276,4,609,No ,0,14:56:51,0:00:00
MCT,10/4/2024,Arctic Cruises,Kestrel,576,332,12,920,No ,0,5:39:43,0:00:00
MCT,4/27/2024,Arctic Cruises,Kestrel,131,101,1637,1869,No ,0,16:27:09,0:00:00
MCT,6/9/2024,Atlantic Cruises,Audi,2483,2415,18,4916,No ,0,8:55:42,0:00:00
BCT,7/23/2024,Atlantic Cruises,BWM,5352,5200,4,10556,No ,0,1:32:36,0:00:00
MCT,7/9/2024,Atlantic Cruises,Audi,4479,4509,27,9015,No ,0,8:24:52,0:00:00
MCT,4/6/2024,American Cruises,Spinner,4922,4932,21,9875,No ,0,16:23:19,0:00:00
BCT,7/17/2024,Arctic Cruises,Peregrine,5338,5357,5,10700,No ,0,14:52:41,0:00:00
MCT,10/10/2024,Pacific Cruises,Jaguar,4384,4481,18,8883,No ,0,5:33:16,0:00:00
MCT,7/18/2024,Pacific Cruises,Tiger,4934,4921,15,9870,No ,0,1:19:26,0:00:00
BCT,8/17/2024,Atlantic Cruises,BWM,2158,2208,301,4667,No ,0,7:27:45,0:00:00
BCT,4/2/2024,Atlantic Cruises,BWM,5278,5338,4,10620,No ,0,2:37:07,0:00:00
MCT,8/17/2024,Arctic Cruises,Peregrine,4549,4382,14,8945,No ,0,22:56:57,0:00:00
MCT,2/9/2024,American Cruises,Spinner,4719,4936,26,9681,No ,0,7:19:34,0:00:00
BCT,2/17/2024,Arctic Cruises,Kestrel,5317,5274,9,10600,No ,0,19:07:03,0:00:00
MCT,2/15/2024,Atlantic Cruises,Mercedes,4402,4554,11,8967,No ,0,11:13:02,0:00:00
MCT,12/20/2024,Pacific Cruises,Jaguar,4925,4718,19,9662,No ,0,18:25:29,0:00:00
MCT,5/15/2024,Arctic Cruises,Peregrine,311,225,2,538,No ,0,16:09:49,0:00:00
MCT,1/12/2024,American Cruises,Spinner,280,284,121,685,No ,0,21:16:48,0:00:00
MCT,4/24/2024,American Cruises,Bottlenose,2343,2384,2,4729,No ,0,9:18:44,0:00:00
BCT,7/7/2024,Atlantic Cruises,Mercedes,5313,5320,4,10637,No ,0,7:55:06,0:00:00
MCT,4/11/2024,American Cruises,Orca,4408,4393,11,8812,No ,0,11:57:28,0:00:00
MCT,2/5/2024,Arctic Cruises,Peregrine,4898,4923,33,9854,No ,0,12:49:52,0:00:00
MCT,7/19/2024,Pacific Cruises,Tiger,342,339,1,682,No ,0,2:33:02,0:00:00
BCT,4/13/2024,American Cruises,Bottlenose,4928,5097,223,10248,No ,0,6:17:12,0:00:00
MCT,11/10/2024,American Cruises,Spinner,4349,4395,20,8764,No ,0,20:46:10,0:00:00
MCT,4/17/2024,American Cruises,Spinner,4737,0,0,4737,No ,0,16:31:10,0:00:00
MCT,7/23/2024,Arctic Cruises,Red Feather,4261,4686,15,8962,No ,0,6:37:12,0:00:00
BCT,11/23/2024,Pacific Cruises,Tiger,2254,2228,217,4699,No ,0,12:07:33,0:00:00
BCT,4/29/2024,Arctic Cruises,Peregrine,3866,3849,67,7782,No ,0,0:46:45,0:00:00
BCT,9/6/2024,American Cruises,Spinner,5285,5149,3,10437,No ,0,17:35:55,0:00:00
MCT,7/26/2024,Pacific Cruises,Lion,4468,0,30,4498,No ,0,4:00:03,0:00:00
MCT,12/17/2024,Pacific Cruises,Lion,4687,4712,21,9420,No ,0,13:46:19,0:00:00
MCT,1/7/2024,Atlantic Cruises,Mercedes,4604,4347,17,8968,No ,0,17:25:23,0:00:00
MCT,12/20/2024,Arctic Cruises,Peregrine,316,321,3,640,No ,0,5:10:22,0:00:00
BCT,11/17/2024,Pacific Cruises,Lion,3413,3891,49,7353,No ,0,18:28:04,0:00:00
MCT,7/2/2024,Atlantic Cruises,BWM,424,398,12,834,No ,0,11:25:52,0:00:00
MCT,10/24/2024,Arctic Cruises,Red Feather,4261,4686,15,8962,No ,0,0:21:06,0:00:00
BCT,8/23/2024,Arctic Cruises,Kestrel,4363,5205,84,9652,No ,0,5:32:12,0:00:00
MCT,12/26/2024,Pacific Cruises,Jaguar,576,528,67,1171,No ,0,9:04:31,0:00:00
MCT,9/7/2024,Pacific Cruises,Lion,4032,4462,2,8496,No ,0,3:31:08,0:00:00
BCT,8/8/2024,Pacific Cruises,Lion,2,5,865,872,No ,0,8:44:56,0:00:00
MCT,3/25/2024,American Cruises,Bottlenose,3476,4606,23,8105,No ,0,0:28:01,0:00:00
MCT,8/24/2024,Arctic Cruises,Peregrine,2,5,865,872,No ,0,16:05:28,0:00:00
MCT,1/4/2024,Pacific Cruises,Tiger,13,49,1714,1776,No ,0,1:45:31,0:00:00
BCT,12/6/2024,Atlantic Cruises,Mercedes,3449,3409,51,6909,No ,0,11:35:10,0:00:00
MCT,11/1/2024,Arctic Cruises,Kestrel,4030,4259,76,8365,No ,0,6:13:32,0:00:00
BCT,7/3/2024,Atlantic Cruises,Mercedes,3771,4231,209,8211,No ,0,6:13:49,0:00:00
MCT,5/19/2024,American Cruises,Spinner,613,601,25,1239,No ,0,21:05:19,0:00:00
MCT,11/7/2024,Pacific Cruises,Lion,3888,4020,7,7915,No ,0,19:58:49,0:00:00
MCT,4/2/2024,Pacific Cruises,Lion,673,690,24,1387,No ,0,2:38:13,0:00:00
BCT,7/9/2024,Arctic Cruises,Kestrel,3454,3452,43,6949,No ,0,23:48:41,0:00:00
MCT,3/31/2024,Atlantic Cruises,Audi,4081,4034,78,8193,No ,0,15:46:54,0:00:00
MCT,5/15/2024,American Cruises,Orca,429,339,115,883,No ,0,20:28:15,0:00:00
BCT,3/10/2024,American Cruises,Orca,4066,3969,3,8038,No ,0,6:33:55,0:00:00
MCT,3/11/2024,Pacific Cruises,Jaguar,584,585,41,1210,No ,0,6:04:51,0:00:00
MCT,4/9/2024,Arctic Cruises,Kestrel,3896,3885,2,7783,No ,0,2:52:55,0:00:00
MCT,2/2/2024,Arctic Cruises,Kestrel,3483,3412,208,7103,No ,0,14:52:50,0:00:00
MCT,6/25/2024,Atlantic Cruises,Mercedes,324,329,3,656,No ,0,18:05:49,0:00:00
MCT,2/15/2024,American Cruises,Bottlenose,5,5,1926,1936,No ,0,10:37:05,0:00:00
BCT,6/4/2024,American Cruises,Bottlenose,3517,3444,45,7006,No ,0,11:06:54,0:00:00
MCT,9/25/2024,American Cruises,Spinner,4201,4083,40,8324,No ,0,21:32:00,0:00:00
BCT,1/27/2024,Arctic Cruises,Red Feather,1738,1690,752,4180,Yes,45012,5:21:00,5:21:00
MCT,12/11/2024,Pacific Cruises,Jaguar,3914,3891,2,7807,No ,0,8:19:22,0:00:00
BCT,6/17/2024,American Cruises,Bottlenose,4093,4065,2,8160,No ,0,1:53:31,0:00:00
MCT,1/7/2024,Atlantic Cruises,Audi,871,837,12,1720,No ,0,14:20:57,0:00:00
MCT,4/1/2024,Pacific Cruises,Lion,4192,4204,46,8442,No ,0,1:02:04,0:00:00
BCT,11/15/2024,Atlantic Cruises,Audi,3544,3527,30,7101,No ,0,12:14:27,0:00:00
MCT,3/17/2024,Arctic Cruises,Peregrine,1757,1736,38,3531,No ,0,3:37:56,0:00:00
BCT,9/1/2024,Arctic Cruises,Peregrine,4112,4093,3,8208,No ,0,11:43:09,0:00:00
MCT,9/30/2024,Arctic Cruises,Kestrel,3764,3907,4,7675,No ,0,17:15:03,0:00:00
MCT,11/30/2024,Arctic Cruises,Red Feather,3,193,0,196,No ,0,7:52:59,0:00:00
BCT,12/12/2024,Pacific Cruises,Lion,399,615,21,1035,No ,0,13:25:42,0:00:00
MCT,3/16/2024,American Cruises,Bottlenose,24,22,3324,3370,No ,0,3:30:32,0:00:00
MCT,12/28/2024,Pacific Cruises,Jaguar,4176,3509,39,7724,No ,0,1:35:10,0:00:00
BCT,12/31/2024,Pacific Cruises,Tiger,1397,1467,1016,3880,Yes,57397,7:07:48,7:07:48
MCT,2/15/2024,Pacific Cruises,Tiger,0,4,853,857,No ,0,17:41:20,0:00:00
MCT,6/29/2024,Pacific Cruises,Jaguar,4161,4192,79,8432,No ,0,3:33:24,0:00:00
BCT,4/20/2024,Atlantic Cruises,BWM,3585,3561,15,7161,No ,0,10:23:36,0:00:00
MCT,2/14/2024,Atlantic Cruises,Audi,5,197,0,202,No ,0,18:07:41,0:00:00
BCT,11/13/2024,Pacific Cruises,Lion,4118,4106,0,8224,No ,0,2:53:20,0:00:00
MCT,12/12/2024,American Cruises,Spinner,3966,3761,4,7731,No ,0,9:25:59,0:00:00
MCT,7/12/2024,Pacific Cruises,Lion,426,415,11,852,No ,0,19:38:37,0:00:00
MCT,12/2/2024,American Cruises,Spinner,3921,4204,7,8132,No ,0,4:07:28,0:00:00
MCT,6/29/2024,Arctic Cruises,Peregrine,360,330,3,693,No ,0,1:23:06,0:00:00
MCT,2/20/2024,Pacific Cruises,Jaguar,3898,3898,26,7822,No ,0,18:13:28,0:00:00
MCT,11/18/2024,Pacific Cruises,Lion,146,187,0,333,No ,0,1:12:50,0:00:00
BCT,6/20/2024,Arctic Cruises,Red Feather,3582,3568,18,7168,No ,0,18:09:49,0:00:00
BCT,1/3/2024,Atlantic Cruises,Mercedes,4294,3962,150,8406,No ,0,7:21:38,0:00:00
MCT,4/21/2024,Atlantic Cruises,Mercedes,3991,3968,0,7959,No ,0,13:40:13,0:00:00
MCT,3/13/2024,Pacific Cruises,Jaguar,3990,4156,159,8305,No ,0,9:59:34,0:00:00
MCT,4/27/2024,Atlantic Cruises,BWM,3,99,3354,3456,No ,0,5:13:11,0:00:00
MCT,12/22/2024,Arctic Cruises,Peregrine,0,3906,8,3914,No ,0,4:44:10,0:00:00
MCT,1/15/2024,Pacific Cruises,Jaguar,0,38,1275,1313,No ,0,19:11:10,0:00:00
MCT,8/30/2024,Pacific Cruises,Lion,17,94,1483,1594,No ,0,13:21:44,0:00:00
MCT,11/28/2024,American Cruises,Spinner,595,587,3,1185,No ,0,22:35:44,0:00:00
MCT,9/14/2024,Atlantic Cruises,Mercedes,421,425,25,871,No ,0,5:28:45,0:00:00
BCT,2/21/2024,Arctic Cruises,Kestrel,3551,3580,18,7149,No ,0,15:10:21,0:00:00
MCT,11/14/2024,Atlantic Cruises,Mercedes,2,6,349,357,No ,0,9:30:14,0:00:00
BCT,2/7/2024,American Cruises,Spinner,4087,4352,92,8531,No ,0,1:49:10,0:00:00
MCT,12/8/2024,Atlantic Cruises,Audi,3931,3976,3,7910,No ,0,14:35:24,0:00:00
MCT,9/15/2024,Pacific Cruises,Tiger,1783,7,3,1793,No ,0,14:41:42,0:00:00
MCT,4/17/2024,Atlantic Cruises,BWM,554,588,56,1198,No ,0,6:33:41,0:00:00
BCT,3/23/2024,Arctic Cruises,Kestrel,2121,2067,297,4485,Yes,54584,6:36:29,6:36:29
MCT,3/29/2024,Atlantic Cruises,BWM,4162,3984,83,8229,No ,0,12:56:41,0:00:00
MCT,9/3/2024,American Cruises,Bottlenose,3,22,2916,2941,No ,0,0:50:06,0:00:00
BCT,8/27/2024,Atlantic Cruises,Mercedes,3552,3526,38,7116,No ,0,22:45:17,0:00:00
BCT,5/10/2024,Arctic Cruises,Red Feather,3686,4175,0,7861,No ,0,18:31:03,0:00:00
MCT,12/26/2024,Pacific Cruises,Jaguar,7,9,422,438,No ,0,12:16:16,0:00:00
MCT,10/15/2024,Atlantic Cruises,Mercedes,3881,3901,48,7830,No ,0,20:36:33,0:00:00
MCT,4/29/2024,Atlantic Cruises,BWM,283,323,17,623,No ,0,13:52:54,0:00:00
MCT,10/6/2024,American Cruises,Bottlenose,9,27,249,285,No ,0,21:45:13,0:00:00
BCT,10/13/2024,Atlantic Cruises,Mercedes,3370,3463,118,6951,No ,0,17:53:22,0:00:00
MCT,11/20/2024,Arctic Cruises,Peregrine,1,5,624,630,No ,0,4:24:33,0:00:00
BCT,3/10/2024,American Cruises,Spinner,4787,3678,9,8474,No ,0,18:36:30,0:00:00
MCT,2/15/2024,Pacific Cruises,Jaguar,4276,3896,27,8199,No ,0,11:06:45,0:00:00
MCT,1/15/2024,Arctic Cruises,Red Feather,4086,4148,88,8322,No ,0,1:30:05,0:00:00
MCT,9/4/2024,Arctic Cruises,Red Feather,0,0,638,638,No ,0,17:43:10,0:00:00
MCT,1/20/2024,Pacific Cruises,Jaguar,540,585,40,1165,No ,0,4:19:52,0:00:00
BCT,7/11/2024,Pacific Cruises,Jaguar,4141,4788,7,8936,No ,0,21:41:54,0:00:00
MCT,8/21/2024,Pacific Cruises,Jaguar,4149,4265,14,8428,No ,0,22:02:12,0:00:00
MCT,8/25/2024,American Cruises,Bottlenose,4299,4067,90,8456,No ,0,13:49:28,0:00:00
BCT,6/28/2024,Arctic Cruises,Red Feather,4164,4139,8,8311,No ,0,21:57:51,0:00:00
MCT,4/20/2024,American Cruises,Bottlenose,0,4161,21,4182,No ,0,1:45:17,0:00:00
MCT,6/23/2024,American Cruises,Bottlenose,1,1,240,242,No ,0,5:14:27,0:00:00
MCT,6/15/2024,Pacific Cruises,Lion,531,558,81,1170,No ,0,9:07:10,0:00:00
BCT,6/4/2024,Arctic Cruises,Kestrel,1772,1690,688,4150,Yes,26218,3:18:30,3:18:30
MCT,10/4/2024,Arctic Cruises,Peregrine,3398,2891,21,6310,No ,0,12:22:15,0:00:00
BCT,12/31/2024,Pacific Cruises,Lion,5247,4156,10,9413,No ,0,22:12:17,0:00:00
MCT,11/4/2024,Pacific Cruises,Lion,4067,4302,76,8445,No ,0,21:55:10,0:00:00
MCT,10/10/2024,Atlantic Cruises,Mercedes,3032,3388,24,6444,No ,0,0:39:10,0:00:00
BCT,9/2/2024,Atlantic Cruises,Audi,4215,5248,0,9463,No ,0,16:37:22,0:00:00
BCT,12/28/2024,Atlantic Cruises,Mercedes,1683,1753,711,4147,Yes,58395,7:15:46,7:15:46
MCT,1/12/2024,Atlantic Cruises,Audi,3900,4053,165,8118,No ,0,15:57:09,0:00:00
BCT,12/21/2024,American Cruises,Bottlenose,4233,4220,5,8458,No ,0,15:38:53,0:00:00
MCT,7/20/2024,American Cruises,Spinner,3242,3014,21,6277,No ,0,4:58:49,0:00:00
BCT,12/12/2024,American Cruises,Bottlenose,4630,4228,1,8859,No ,0,14:04:36,0:00:00
BCT,11/9/2024,Arctic Cruises,Red Feather,1549,1433,973,3955,No ,0,16:06:13,0:00:00
MCT,3/24/2024,Atlantic Cruises,Mercedes,3534,3241,8,6783,No ,0,2:04:42,0:00:00
BCT,4/26/2024,Atlantic Cruises,Mercedes,5473,4616,1,10090,No ,0,22:31:53,0:00:00
BCT,2/14/2024,Arctic Cruises,Red Feather,5215,5480,1,10696,No ,0,4:44:20,0:00:00
MCT,8/13/2025,Arctic Cruises,Kestrel,3105,3513,7,6625,No ,0,17:05:28,0:00:00
BCT,1/7/2025,Pacific Cruises,Tiger,1501,1623,886,4010,Yes,56905,7:04:36,7:04:36
BCT,9/8/2025,American Cruises,Orca,4724,5211,1,9936,No ,0,3:55:43,0:00:00
BCT,7/31/2025,American Cruises,Spinner,4038,4590,127,8755,No ,0,17:53:53,0:00:00
BCT,11/25/2025,Pacific Cruises,Tiger,1136,1097,1442,3675,No ,0,14:26:17,0:00:00
BCT,10/28/2025,Arctic Cruises,Kestrel,4194,4079,75,8348,No ,0,23:48:50,0:00:00
BCT,8/9/2025,Pacific Cruises,Lion,4156,4099,172,8427,No ,0,22:12:56,0:00:00
BCT,1/3/2025,American Cruises,Orca,4316,4333,0,8649,No ,0,0:14:44,0:00:00
MCT,10/4/2025,Atlantic Cruises,BWM,5023,0,4,5027,No ,0,4:55:44,0:00:00
BCT,7/7/2025,Atlantic Cruises,Mercedes,5447,4306,0,9753,No ,0,7:39:52,0:00:00
BCT,11/7/2025,Arctic Cruises,Kestrel,4430,5448,0,9878,No ,0,15:08:12,0:00:00
MCT,8/18/2025,Pacific Cruises,Jaguar,4214,5002,28,9244,No ,0,17:06:16,0:00:00
BCT,10/28/2025,American Cruises,Spinner,5396,4429,0,9825,No ,0,4:57:52,0:00:00
MCT,3/26/2025,Atlantic Cruises,Mercedes,4629,4182,51,8862,No ,0,10:17:07,0:00:00
BCT,10/23/2025,American Cruises,Spinner,5330,5379,14,10723,No ,0,5:10:56,0:00:00
BCT,10/18/2025,Pacific Cruises,Jaguar,1630,1494,896,4020,Yes,47699,6:30:08,6:30:08
MCT,8/18/2025,Arctic Cruises,Kestrel,4453,4630,43,9126,No ,0,3:44:04,0:00:00
BCT,12/28/2025,American Cruises,Bottlenose,5326,4705,17,10048,No ,0,22:40:23,0:00:00
BCT,11/8/2025,American Cruises,Bottlenose,4685,4704,16,9405,No ,0,23:36:06,0:00:00
MCT,6/28/2025,Arctic Cruises,Kestrel,4594,4444,32,9070,No ,0,19:05:21,0:00:00
MCT,5/28/2025,American Cruises,Orca,1,4616,7,4624,No ,0,10:08:12,0:00:00
BCT,8/10/2025,Atlantic Cruises,Audi,1510,1651,849,4010,Yes,51759,6:29:03,6:29:03
BCT,1/29/2025,American Cruises,Orca,4665,4685,18,9368,No ,0,1:43:45,0:00:00
MCT,1/6/2025,American Cruises,Spinner,3706,2,6,3714,No ,0,5:22:35,0:00:00
MCT,5/16/2025,Atlantic Cruises,Audi,3344,56,19,3419,No ,0,17:19:28,0:00:00
BCT,7/29/2025,Atlantic Cruises,BWM,4776,4645,28,9449,No ,0,20:37:46,0:00:00
MCT,11/22/2025,American Cruises,Orca,3290,3342,11,6643,No ,0,11:43:05,0:00:00
MCT,12/19/2025,American Cruises,Bottlenose,49,2631,50,2730,No ,0,7:01:54,0:00:00
MCT,9/23/2025,American Cruises,Bottlenose,0,0,587,587,No ,0,22:13:13,0:00:00
BCT,8/10/2025,Arctic Cruises,Kestrel,5449,4798,7,10254,No ,0,18:03:53,0:00:00
MCT,11/21/2025,Atlantic Cruises,Mercedes,3688,3284,13,6985,No ,0,8:02:09,0:00:00
BCT,3/28/2025,Arctic Cruises,Kestrel,5400,5439,7,10846,No ,0,20:12:43,0:00:00
MCT,4/25/2025,American Cruises,Spinner,3481,3687,14,7182,No ,0,4:46:46,0:00:00
MCT,10/1/2025,American Cruises,Orca,325,353,1,679,No ,0,15:54:09,0:00:00
MCT,2/17/2025,Atlantic Cruises,BWM,2178,1,9,2188,No ,0,9:41:55,0:00:00
BCT,3/6/2025,Atlantic Cruises,BWM,4532,5369,35,9936,No ,0,8:10:20,0:00:00
MCT,1/22/2025,Atlantic Cruises,Audi,2875,3478,16,6369,No ,0,12:05:13,0:00:00
MCT,11/25/2025,Arctic Cruises,Peregrine,4140,3911,19,8070,No ,0,10:39:40,0:00:00
BCT,5/24/2025,American Cruises,Orca,4719,4569,2,9290,No ,0,17:10:34,0:00:00
BCT,3/15/2025,American Cruises,Orca,2166,2245,136,4547,Yes,44323,5:55:40,5:55:40
MCT,6/17/2025,Arctic Cruises,Red Feather,4256,4146,14,8416,No ,0,19:37:21,0:00:00
BCT,2/20/2025,Pacific Cruises,Jaguar,24,4720,0,4744,No ,0,2:47:52,0:00:00
MCT,12/21/2025,Arctic Cruises,Peregrine,4312,4262,7,8581,No ,0,19:22:00,0:00:00
MCT,7/25/2025,Atlantic Cruises,Audi,867,873,3,1743,No ,0,11:41:14,0:00:00
BCT,5/28/2025,Atlantic Cruises,Audi,4881,29,2,4912,No ,0,23:44:05,0:00:00
MCT,9/16/2025,Arctic Cruises,Peregrine,4308,4311,10,8629,No ,0,4:22:33,0:00:00
MCT,12/25/2025,American Cruises,Spinner,4839,3998,37,8874,No ,0,16:27:29,0:00:00
BCT,8/8/2025,American Cruises,Spinner,2254,2204,177,4635,No ,0,23:02:34,0:00:00
BCT,4/19/2025,Atlantic Cruises,Mercedes,4923,4876,0,9799,No ,0,20:27:06,0:00:00
MCT,6/26/2025,Atlantic Cruises,BWM,4360,4298,15,8673,No ,0,18:29:38,0:00:00
MCT,6/6/2025,American Cruises,Spinner,4339,4842,29,9210,No ,0,4:58:40,0:00:00
MCT,9/7/2025,American Cruises,Bottlenose,504,437,17,958,No ,0,10:56:57,0:00:00
MCT,3/14/2025,Atlantic Cruises,Mercedes,264,271,122,657,No ,0,8:41:09,0:00:00
BCT,5/31/2025,Atlantic Cruises,Audi,4691,4919,0,9610,No ,0,0:32:33,0:00:00
MCT,10/25/2025,Atlantic Cruises,BWM,4283,4359,16,8658,No ,0,13:21:33,0:00:00
MCT,5/17/2025,American Cruises,Bottlenose,42,23,309,374,No ,0,18:57:06,0:00:00
BCT,1/21/2025,Pacific Cruises,Tiger,2085,1994,83,4162,No ,0,11:11:56,0:00:00
MCT,2/8/2025,Atlantic Cruises,Mercedes,4753,4334,26,9113,No ,0,7:24:44,0:00:00
BCT,8/29/2025,Pacific Cruises,Jaguar,4941,4690,1,9632,No ,0,19:02:00,0:00:00
MCT,4/9/2025,Atlantic Cruises,Audi,4458,4268,25,8751,No ,0,8:54:27,0:00:00
MCT,3/9/2025,American Cruises,Spinner,4903,4748,15,9666,No ,0,6:51:19,0:00:00
MCT,9/24/2025,Pacific Cruises,Tiger,316,319,21,656,No ,0,15:20:03,0:00:00
BCT,7/28/2025,Pacific Cruises,Lion,2279,2175,186,4640,No ,0,19:26:56,0:00:00
BCT,1/18/2025,Pacific Cruises,Tiger,2172,2126,32,4330,No ,0,20:01:37,0:00:00
BCT,9/7/2025,Atlantic Cruises,Audi,5047,4941,2,9990,No ,0,9:21:48,0:00:00
MCT,10/18/2025,Pacific Cruises,Tiger,4474,4464,20,8958,No ,0,4:36:02,0:00:00
MCT,4/13/2025,American Cruises,Bottlenose,886,857,3,1746,No ,0,7:05:37,0:00:00
MCT,11/23/2025,Atlantic Cruises,BWM,4901,4893,27,9821,No ,0,0:44:40,0:00:00
BCT,8/18/2025,Pacific Cruises,Tiger,5271,5040,0,10311,No ,0,21:24:54,0:00:00
MCT,9/20/2025,Pacific Cruises,Lion,4635,4476,10,9121,No ,0,23:03:52,0:00:00
BCT,10/27/2025,Pacific Cruises,Lion,2168,2272,20,4460,No ,0,16:29:35,0:00:00
MCT,9/28/2025,Arctic Cruises,Peregrine,4884,4900,14,9798,No ,0,7:21:35,0:00:00
BCT,4/11/2025,American Cruises,Orca,5286,5279,0,10565,No ,0,5:19:06,0:00:00
MCT,11/1/2025,American Cruises,Orca,4689,4637,6,9332,No ,0,7:09:38,0:00:00
MCT,12/27/2025,Arctic Cruises,Peregrine,51,93,1536,1680,No ,0,15:07:19,0:00:00
MCT,8/29/2025,Arctic Cruises,Peregrine,4892,4883,30,9805,No ,0,18:46:49,0:00:00
BCT,6/18/2025,American Cruises,Bottlenose,2072,2080,442,4594,Yes,47097,5:29:52,5:29:52
BCT,10/30/2025,Atlantic Cruises,BWM,2119,2115,63,4297,No ,0,10:59:16,0:00:00
BCT,1/29/2025,Arctic Cruises,Peregrine,5310,5227,3,10540,No ,0,12:15:43,0:00:00
MCT,8/14/2025,Arctic Cruises,Peregrine,4583,4684,9,9276,No ,0,13:40:22,0:00:00
BCT,2/25/2025,Pacific Cruises,Lion,2053,2049,448,4550,Yes,59297,6:51:26,6:51:26
MCT,10/31/2025,American Cruises,Spinner,4888,4891,30,9809,No ,0,17:36:32,0:00:00
MCT,7/20/2025,American Cruises,Orca,547,620,49,1216,No ,0,20:58:00,0:00:00
MCT,11/11/2025,American Cruises,Bottlenose,2356,2334,12,4702,No ,0,13:32:17,0:00:00
BCT,3/14/2025,American Cruises,Spinner,5220,5313,3,10536,No ,0,11:04:55,0:00:00
MCT,10/27/2025,American Cruises,Orca,4586,4573,11,9170,No ,0,20:00:52,0:00:00
BCT,8/12/2025,Atlantic Cruises,BWM,2038,2130,46,4214,No ,0,4:49:57,0:00:00
MCT,5/4/2025,Arctic Cruises,Red Feather,4899,4888,10,9797,No ,0,19:12:29,0:00:00
BCT,12/15/2025,Atlantic Cruises,BWM,5258,5216,4,10478,No ,0,12:16:47,0:00:00
MCT,7/9/2025,Atlantic Cruises,Mercedes,4509,4583,12,9104,No ,0,17:22:12,0:00:00
MCT,3/2/2025,Atlantic Cruises,Mercedes,4899,4897,35,9831,No ,0,12:20:37,0:00:00
MCT,10/21/2025,American Cruises,Spinner,648,511,6,1165,No ,0,16:45:29,0:00:00
BCT,12/14/2025,Arctic Cruises,Red Feather,5285,5260,4,10549,No ,0,21:30:56,0:00:00
MCT,4/17/2025,Atlantic Cruises,Audi,4635,4508,9,9152,No ,0,10:30:53,0:00:00
MCT,4/19/2025,Arctic Cruises,Red Feather,4920,4888,46,9854,No ,0,23:58:53,0:00:00
MCT,11/4/2025,Atlantic Cruises,Audi,633,635,17,1285,No ,0,7:06:33,0:00:00
BCT,1/20/2025,Arctic Cruises,Peregrine,1970,2069,30,4069,No ,0,20:00:18,0:00:00
BCT,8/9/2025,Pacific Cruises,Tiger,5339,5278,14,10631,No ,0,16:09:31,0:00:00
MCT,4/14/2025,American Cruises,Spinner,4740,4623,6,9369,No ,0,4:22:48,0:00:00
MCT,2/10/2025,Arctic Cruises,Peregrine,574,640,7,1221,No ,0,9:56:29,0:00:00
MCT,4/30/2025,Pacific Cruises,Lion,4924,4919,27,9870,No ,0,5:19:22,0:00:00
