Terminal,Date,CruiseLine,EmbarkPAX,DebarkPAX,In-TransitPAX,TotalPAX,SPConnect,Usage(kWh),"ConnectionDuration 
",SPNote,Nox(MT),SO2(MT),PM2.5(MT),CO2(MT),CO2eq(MT),CarEq
MCT,8/20/2023,Atlantic Cruises,4475,4670,6,9151,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/22/2023,Pacific Cruises,,5146,9,5155,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/23/2023,Pacific Cruises,4863,4773,20,9656,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/23/2023,Arctic Cruises,,,1759,1759,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/27/2023,Atlantic Cruises,4840,5129,24,9993,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/30/2023,Arctic Cruises,4560,4461,10,9031,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/30/2023,Arctic Cruises,626,600,18,1244,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/30/2023,Atlantic Cruises,912,909,,1821,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/31/2023,Atlantic Cruises,4611,4863,21,9495,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/3/2023,Atlantic Cruises,4268,4851,10,9129,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/4/2023,Oceanic Cruises,3605,4547,16,8168,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/4/2023,Arctic Cruises,812,874,11,1697,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/6/2023,Pacific Cruises,,,1783,1783,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/6/2023,Atlantic Cruises,637,638,7,1282,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/6/2023,Oceanic Cruises,321,370,,691,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/8/2023,Pacific Cruises,4292,4596,33,8921,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/10/2023,Atlantic Cruises,4039,4251,13,8303,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/11/2023,Oceanic Cruises,1,1,679,681,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/13/2023,Arctic Cruises,586,635,7,1228,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/15/2023,Oceanic Cruises,303,299,10,612,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/15/2023,Pacific Cruises,2000,2017,48,4065,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/16/2023,Oceanic Cruises,3962,4241,61,8264,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/17/2023,Oceanic Cruises,4288,1026,18,5332,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/17/2023,Pacific Cruises,,3000,,3000,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/17/2023,Atlantic Cruises,618,633,21,1272,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/17/2023,Oceanic Cruises,1988,1932,28,3948,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/17/2023,Pacific Cruises,0,0,0,0,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/18/2023,Atlantic Cruises,3,3,1598,1604,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/20/2023,Atlantic Cruises,629,575,12,1216,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/20/2023,Arctic Cruises,4206,3387,46,7639,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/23/2023,Oceanic Cruises,4056,3962,66,8084,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/24/2023,Atlantic Cruises,,3,202,205,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/24/2023,Arctic Cruises,4289,4256,26,8571,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/24/2023,Atlantic Cruises,18,4,287,309,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/25/2023,Arctic Cruises,3476,4214,41,7731,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/25/2023,Oceanic Cruises,214,409,28,651,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/27/2023,Arctic Cruises,542,552,88,1182,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/27/2023,Atlantic Cruises,884,893,4,1781,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/27/2023,Atlantic Cruises,239,225,21,485,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/28/2023,Arctic Cruises,3531,2812,17,6360,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/29/2023,Oceanic Cruises,3802,4053,98,7953,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/30/2023,Atlantic Cruises,17,45,1732,1794,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/1/2023,Atlantic Cruises,4341,4295,14,8650,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/3/2023,Arctic Cruises,3662,3528,8,7198,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/5/2023,Oceanic Cruises,0,2,1572,1574,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/5/2023,Pacific Cruises,0,5,314,319,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/5/2023,Atlantic Cruises,336,329,6,671,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/7/2023,Oceanic Cruises,3636,3662,18,7316,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/7/2023,Atlantic Cruises,36,90,0,126,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/8/2023,Pacific Cruises,4432,4336,17,8785,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/8/2023,Pacific Cruises,53,136,93,282,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/8/2023,Oceanic Cruises,12,16,875,903,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/9/2023,Oceanic Cruises,641,579,9,1229,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/9/2023,Oceanic Cruises,2,11,1143,1156,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/11/2023,Atlantic Cruises,0,11,1440,1451,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/11/2023,Atlantic Cruises,3896,3561,39,7496,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/12/2023,Arctic Cruises,391,369,10,770,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/12/2023,Atlantic Cruises,317,363,10,690,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/12/2023,Pacific Cruises,12,14,949,975,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/13/2023,Pacific Cruises,3822,3632,16,7470,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/14/2023,Oceanic Cruises,4021,3888,102,8011,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/15/2023,Pacific Cruises,4366,4434,4,8804,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/16/2023,Arctic Cruises,3887,3895,39,7821,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/17/2023,Pacific Cruises,3421,3821,76,7318,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/17/2023,Atlantic Cruises,309,304,81,694,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/18/2023,Arctic Cruises,4,1,1610,1615,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/19/2023,Arctic Cruises,0,14,275,289,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/21/2023,Arctic Cruises,3634,3239,64,6937,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/22/2023,Arctic Cruises,4450,4327,38,8815,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/23/2023,Arctic Cruises,4289,4071,35,8395,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/25/2023,Pacific Cruises,252,333,9,594,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/27/2023,Oceanic Cruises,3237,3627,25,6889,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/27/2023,Atlantic Cruises,4,0,961,965,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/28/2023,Arctic Cruises,3952,4220,74,8246,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/29/2023,Oceanic Cruises,4345,4460,25,8830,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/29/2023,Atlantic Cruises,5,21,135,161,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/29/2023,Pacific Cruises,396,359,34,789,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/31/2023,Atlantic Cruises,3782,3237,34,7053,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,10/31/2023,Oceanic Cruises,613,589,38,1240,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/2/2023,Pacific Cruises,25,12,321,358,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/4/2023,Atlantic Cruises,3939,3178,42,7159,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/4/2023,Atlantic Cruises,3762,3781,37,7580,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/5/2023,Atlantic Cruises,5082,4346,19,9447,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/9/2023,Arctic Cruises,3942,3810,131,7883,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/10/2023,Atlantic Cruises,4640,5070,28,9738,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/11/2023,Atlantic Cruises,11,3,616,630,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/13/2023,Arctic Cruises,7,8,262,277,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/15/2023,Arctic Cruises,0,4663,22,4685,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/15/2023,Pacific Cruises,0,1961,0,1961,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/17/2023,Pacific Cruises,615,476,27,1118,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/19/2023,Arctic Cruises,4557,3940,19,8516,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/20/2023,Oceanic Cruises,4195,3950,111,8256,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/26/2023,Oceanic Cruises,4097,4557,11,8665,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/28/2023,Oceanic Cruises,3437,3382,450,7269,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,11/30/2023,Atlantic Cruises,4037,4198,82,8317,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/1/2023,Oceanic Cruises,3101,2759,79,5939,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/6/2023,Arctic Cruises,4098,4089,20,8207,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/10/2023,Pacific Cruises,4428,4113,94,8635,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/16/2023,Pacific Cruises,4516,4095,8,8619,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/18/2023,Oceanic Cruises,4629,4420,73,9122,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/19/2023,Atlantic Cruises,0,1722,0,1722,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/21/2023,Pacific Cruises,4582,4511,13,9106,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,12/28/2023,Arctic Cruises,4854,4611,84,9549,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/2/2024,Pacific Cruises,4561,4539,13,9113,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/6/2024,Atlantic Cruises,4460,4847,52,9359,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/12/2024,Atlantic Cruises,4381,4526,24,8931,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/14/2024,Oceanic Cruises,4155,4457,80,8692,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/17/2024,Pacific Cruises,4077,4368,42,8487,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/23/2024,Oceanic Cruises,4125,4152,150,8427,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,1/27/2024,Pacific Cruises,4104,4050,50,8204,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/2/2024,Oceanic Cruises,4310,4086,128,8524,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/6/2024,Arctic Cruises,4054,4096,46,8196,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/11/2024,Arctic Cruises,4107,4314,70,8491,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/16/2024,Atlantic Cruises,4542,4057,27,8626,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/23/2024,Oceanic Cruises,4211,4091,110,8412,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,2/26/2024,Pacific Cruises,4174,4531,25,8730,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/3/2024,Pacific Cruises,4054,4190,93,8337,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/7/2024,Pacific Cruises,4368,4182,14,8564,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/15/2024,Oceanic Cruises,4270,4030,63,8363,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/17/2024,Pacific Cruises,4255,4337,32,8624,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/24/2024,Pacific Cruises,4740,4250,29,9019,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/25/2024,Arctic Cruises,4639,4261,34,8934,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,3/31/2024,Oceanic Cruises,4715,4698,29,9442,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/2/2024,Oceanic Cruises,306,225,1905,2436,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/5/2024,Atlantic Cruises,4382,4633,48,9063,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/7/2024,Atlantic Cruises,4044,4715,25,8784,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/8/2024,Pacific Cruises,5,3,359,367,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/8/2024,Arctic Cruises,4081,2,10,4093,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/9/2024,Oceanic Cruises,609,638,44,1291,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/9/2024,Pacific Cruises,4270,11,8,4289,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/14/2024,Oceanic Cruises,4619,4259,15,8893,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/15/2024,Arctic Cruises,4190,4375,75,8640,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/16/2024,Atlantic Cruises,1,3,362,366,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/19/2024,Pacific Cruises,4330,4009,32,8371,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/21/2024,Pacific Cruises,4846,4611,15,9472,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/24/2024,Arctic Cruises,366,8,2925,3299,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/25/2024,Oceanic Cruises,2234,0,11,2245,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/26/2024,Arctic Cruises,4253,4187,75,8515,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/27/2024,Oceanic Cruises,3025,3151,30,6206,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/28/2024,Arctic Cruises,4258,4841,18,9117,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/29/2024,Oceanic Cruises,352,339,4,695,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/29/2024,Atlantic Cruises,3549,4322,21,7892,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,4/29/2024,Atlantic Cruises,0,0,765,765,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/5/2024,Arctic Cruises,4169,4258,15,8442,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/6/2024,Arctic Cruises,4071,4242,53,8366,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/12/2024,Pacific Cruises,4309,4163,14,8486,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/14/2024,Atlantic Cruises,91,0,3,94,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/17/2024,Atlantic Cruises,4374,4068,88,8530,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/19/2024,Oceanic Cruises,4375,4308,18,8701,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/22/2024,Pacific Cruises,1,0,436,437,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/26/2024,Pacific Cruises,4458,4371,13,8842,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,5/27/2024,Atlantic Cruises,4607,4376,49,9032,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/1/2024,Pacific Cruises,658,421,12,1091,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/2/2024,Atlantic Cruises,4556,4460,11,9027,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/3/2024,Arctic Cruises,63,13,475,551,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/6/2024,Arctic Cruises,4693,4610,41,9344,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/9/2024,Pacific Cruises,4268,4556,7,8831,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/10/2024,Oceanic Cruises,4910,4691,32,9633,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/16/2024,Arctic Cruises,22,76,1307,1405,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/16/2024,Arctic Cruises,4457,4249,19,8725,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/17/2024,Oceanic Cruises,329,297,18,644,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/18/2024,Oceanic Cruises,4923,4908,29,9860,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/22/2024,Atlantic Cruises,909,903,5,1817,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/23/2024,Pacific Cruises,4582,4460,10,9052,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/24/2024,Pacific Cruises,897,875,6,1778,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/25/2024,Arctic Cruises,3,5,3020,3028,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/26/2024,Oceanic Cruises,4931,4927,27,9885,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,6/30/2024,Oceanic Cruises,4687,4575,10,9272,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/4/2024,Arctic Cruises,4706,4926,47,9679,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/7/2024,Atlantic Cruises,4528,4687,13,9228,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/8/2024,Pacific Cruises,4932,4707,54,9693,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/12/2024,Oceanic Cruises,329,276,4,609,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/12/2024,Oceanic Cruises,576,332,12,920,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/13/2024,Arctic Cruises,131,101,1637,1869,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/13/2024,Arctic Cruises,2483,2415,18,4916,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/14/2024,Pacific Cruises,4479,4509,27,9015,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/16/2024,Atlantic Cruises,4922,4932,21,9875,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/21/2024,Oceanic Cruises,4384,4481,18,8883,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/24/2024,Atlantic Cruises,4934,4921,15,9870,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,7/28/2024,Arctic Cruises,4549,4382,14,8945,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/1/2024,Atlantic Cruises,4719,4936,26,9681,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/4/2024,Pacific Cruises,4402,4554,11,8967,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/5/2024,Oceanic Cruises,4925,4718,19,9662,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/5/2024,Oceanic Cruises,311,225,2,538,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/7/2024,Arctic Cruises,280,284,121,685,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/8/2024,Pacific Cruises,2343,2384,2,4729,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/11/2024,Pacific Cruises,4408,4393,11,8812,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/13/2024,Oceanic Cruises,4898,4923,33,9854,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/15/2024,Pacific Cruises,342,339,1,682,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/18/2024,Arctic Cruises,4349,4395,20,8764,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/20/2024,Pacific Cruises,4737,0,0,4737,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/22/2024,Atlantic Cruises,4261,4686,15,8962,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/25/2024,Oceanic Cruises,4468,0,30,4498,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/27/2024,Oceanic Cruises,4687,4712,21,9420,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/28/2024,Atlantic Cruises,4604,4347,17,8968,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/29/2024,Arctic Cruises,316,321,3,640,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/31/2024,Arctic Cruises,424,398,12,834,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,8/31/2024,Atlantic Cruises,4261,4686,15,8962,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/1/2024,Pacific Cruises,576,528,67,1171,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/1/2024,Atlantic Cruises,4032,4462,2,8496,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/2/2024,Arctic Cruises,3476,4606,23,8105,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/2/2024,Oceanic Cruises,2,5,865,872,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/3/2024,Oceanic Cruises,13,49,1714,1776,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/7/2024,Arctic Cruises,4030,4259,76,8365,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
MCT,9/8/2024,Arctic Cruises,613,601,25,1239,N/A,0,0:00:00,N/A,0.00,0.00,0.00,0.00,0.00,
